"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="1022106915481611988","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","24.80","1","1005035","颜色分类：10只独立装*1袋【共10只】","null","null","卖家已发货，等待买家确认","1005035"
="1021955490831778931","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","119.00","1","1005035*5","颜色分类：10只独立装*5袋【共50只】","null","null","卖家已发货，等待买家确认","1005035*5"
="602948687534121703","优惠】婧亮 维生素AE胶丸30粒夜盲干眼症皮肤粗糙习惯性流产辅疗","59.00","1","1021719*2","套餐类型：【优惠装】本品两盒","null","null","买家已确认，等待卖家发货","1021719*2"
="1021924705866007608","德众 鼻炎康片 72片 清热解毒 消肿止痛 急慢性过敏性鼻炎","22.00","1","1010857","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1010857"
="1021397280141732256","取悦男用狼牙套水晶套夫妻男性肉色阴茎套环成人情趣性用品","19.90","1","1092134","颜色分类：肉搏斗士","null","null","卖家已发货，等待买家确认","1092134"
="1022066019571735636","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1021905153271652677","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","2","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022054691494933839","现货】常州四药 赛庚啶乳膏10g 过敏性皮炎 湿疹荨麻疹瘙痒症止痒","6.90","1","1011355","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1011355"
="1021890465582259519","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","24.80","1","1005035","颜色分类：10只独立装*1袋【共10只】","null","null","卖家已发货，等待买家确认","1005035"
="1021348672581754230","优惠】PZH/片仔癀复方片仔癀软膏10g/盒带状疱疹脓胞疮毛囊炎痤疮","99.00","1","1006620*2","套餐类型：两盒装","null","null","买家已确认，等待卖家发货","1006620*2"
="1021338784812739463","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1022025411297608556","现货】新海康健脾八珍糕膏24块健脾胃成人儿童脾胃虚弱消化不良","190.00","1","1016398*5","套餐类型：优惠装【5盒】","null","null","卖家已发货，等待买家确认收货并付款","1016398*5"
="602907950302813201","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","39.00","1","1037871*3","套餐类型：【限时特价】3盒39","null","null","卖家已发货，等待买家确认收货并付款","1037871*3"
="1021333344549000676","现货】天劲 强骨生血口服液10支滋补肝肾气血不足缺铁性贫血","650.00","1","1016825*12","套餐类型：限时特价【10盒装 实发12盒】","null","null","买家已确认，等待卖家发货","1016825*12"
="1022014051034931914","包邮！同疗效米可定制霉菌素阴道泡腾片念珠菌性外阴阴道炎制霉素","113.00","1","1015367*2","套餐类型：米可定停产！发货为同疗效凯妮汀】【2盒 疗程装】","null","null","买家已确认，等待卖家发货","1015367*2"
="1021840961960973350","特价】金口馨复方氯己定含漱液200ml 牙周炎出血口腔溃疡漱口水","18.00","2","1010840*2","套餐类型：【家中常备】两瓶","null","null","卖家已发货，等待买家确认收货并付款","1010840*2"
="1021864162267610072","20片30元】途爽晕车贴旅行常备晕车药防晕船晕机成人儿童贴耳后","9.00","3","1111602","颜色分类：晕车贴2片1盒","null","null","卖家已发货，等待买家确认","1111602"
="1021321696115755622","汇仁肾宝片126片成人男性肾亏虚补肾虚男补亏损肾保片中药女男用","252.00","1","1006432+1023776","套餐类型：限时送金水宝胶囊72粒】（1盒装 14天量）","null","null","卖家已发货，等待买家确认收货并付款","1006432+1023776"
="1021841953412339745","三九999皮炎平 糠酸莫米松凝胶15g 湿疹皮肤瘙痒绿色包装","19.00","2","1038096","套餐类型：标准装","null","null","买家已确认，等待卖家发货","1038096"
="594117479938478497","御芝林变通牌天天胶囊27粒便通清肠芦荟果蔬便秘宿便药房旗舰正品","59.00","2","1002687","null","null","null","卖家已发货，等待买家确认","1002687"
="594080389370285096","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","73.00","1","1005035*3","颜色分类：10只独立装*3袋【共30只】","null","null","卖家已发货，等待买家确认","1005035*3"
="1021981347272445962","优惠】PZH/片仔癀复方片仔癀软膏10g/盒带状疱疹脓胞疮毛囊炎痤疮","99.00","1","1006620*2","套餐类型：两盒装","null","null","买家已确认，等待卖家发货","1006620*2"
="1021286624283804128","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="602678733078372503","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
="1021818818385605270","包邮！同疗效米可定制霉菌素阴道泡腾片念珠菌性外阴阴道炎制霉素","113.00","1","1015367*2","套餐类型：米可定停产！发货为同疗效凯妮汀】【2盒 疗程装】","null","null","卖家已发货，等待买家确认收货并付款","1015367*2"
="1021939011858008870","葵花咽炎片0.26g*30片/盒镇咳止痒养阴润肺急慢性咽炎干痒咳嗽药","15.00","3","1018889","套餐类型：标准装","null","null","卖家已发货，等待买家确认收货并付款","1018889"
="1021256928097856379","取悦包皮环套装紧绷久战环男性用品情趣 锁精环套男性阴茎环龟头","19.90","1","1116594","颜色分类：轻度包皮环套装A","null","null","卖家已发货，等待买家确认","1116594"
="1021764161550802688","限时特价】易下开塞露含甘油20ml*20支便秘老年人成人润滑通便","39.00","1","1037871*3","套餐类型：【限时特价】3盒39","null","null","卖家已发货，等待买家确认收货并付款","1037871*3"
="594113415056122294","药监备案】振德一次性医用纱布口罩10只装透气防尘三层防菌防病毒","73.00","1","1005035*3","颜色分类：10只独立装*3袋【共30只】","null","null","卖家已发货，等待买家确认","1005035*3"
="1021742625890887981","东阿阿胶复方阿胶浆[无糖型]48支养血口服液补气血治贫血东阿","259.00","1","1006473","套餐类型：【效期为21年1月和21年5月！随机发货】48支 礼盒装（无蔗糖）","null","null","卖家已发货，等待买家确认收货并付款","1006473"
="1021755234212851467","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","19.00","1","1037871+1115018","套餐类型：【家庭必备】本品1盒20支+医用一次性手套100只","null","null","买家已确认，等待卖家发货","1037871+1115018"
="1021716161111326292","3盒39】  福元开塞露含甘油20ml*20支便秘老年人成人润滑通便","13.00","1","1037871","套餐类型：【标准装】本品1盒20支","null","null","卖家已发货，等待买家确认收货并付款","1037871"
